Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Model_Family,Vehicle_Age,Is_Hybrid,Region,MPG_City,MPG_Highway,MPG_Combined,Engine_Displacement_L,Engine_Cylinders,Price_Per_Mile,Has_Ratings
2022,Honda,Pilot Sport,New,41770.0,2.1,180,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB104356,6.0,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2020,Honda,Civic Sport,Used,22595.0,4.6,85,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F89LH535579,48365.0,4.8,4.8,4.9,4.8,4.9,4.9,AL,Dealer,Civic,3,False,South,29.0,37.0,33.0,2.0,4.0,0.46717667734932283,True
2022,Honda,Accord Sport 1.5T,Used,29449.0,5.0,5006,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA023544,5350.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,Accord,1,False,Midwest,29.0,35.0,32.0,1.5,4.0,5.504485981308411,True
2023,Honda,Ridgeline RTL,New,46370.0,4.8,38,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F51PB017653,3.0,5.0,4.8,4.8,4.2,5.0,5.0,IN,Dealer,Ridgeline,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,CR-V EX,New,34800.0,4.7,38,Urban Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H45PE013472,5.0,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer,CR-V,0,False,Midwest,,,,1.5,4.0,,True
2023,Honda,CR-V Hybrid Sport,New,36200.0,5.0,4402,Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H50PE005557,31.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,Pilot TrailSport,New,50040.0,4.6,1641,Sky,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H6XPB001438,5.0,,,,,,,MI,Dealer,Pilot,0,False,Midwest,,,,3.5,6.0,,False
2022,Honda,Passport TrailSport,Used,41555.0,4.9,1332,Crystal Black Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H67NB013944,5423.0,5.0,5.0,4.9,5.0,4.9,5.0,OH,Dealer,Passport,1,False,Midwest,19.0,24.0,21.5,3.5,6.0,7.662732804720634,True
2022,Honda,Civic Sport,Used,25502.0,4.9,1332,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F51NH557823,19922.0,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer,Civic,1,False,Midwest,30.0,37.0,33.5,2.0,4.0,1.2800923602047987,True
2021,Honda,Passport Touring,Used,36532.0,4.1,20,Black Copper Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H9XMB026728,20579.0,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer,Passport,2,False,Midwest,19.0,24.0,21.5,3.5,6.0,1.7752077360415959,True
2022,Honda,Passport Elite,Used,41995.0,4.9,16,Radiant Red Metallic,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05NB005157,12233.0,5.0,5.0,4.9,5.0,4.9,5.0,OH,Dealer,Passport,1,False,Midwest,19.0,24.0,21.5,3.5,6.0,3.4329273277201016,True
2020,Honda,Passport Touring,Honda Certified,36081.0,3.3,823,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H91LB014210,22576.0,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer,Passport,3,False,Midwest,19.0,24.0,21.5,3.5,6.0,1.5982016300496102,True
2021,Honda,Passport Sport,Used,33319.0,3.3,823,Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H21MB007973,32303.0,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer,Passport,2,False,Midwest,19.0,24.0,21.5,3.5,6.0,1.031452187103365,True
2022,Honda,Pilot EX-L,New,44000.0,4.7,5360,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB099954,11.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2016,Honda,Odyssey EX-L,Used,20200.0,4.7,11,Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H63GB033803,85840.0,4.8,4.6,4.7,4.6,4.7,4.8,OH,Dealer,Odyssey,7,False,Midwest,19.0,28.0,23.5,3.5,6.0,0.2353215284249767,True
2020,Honda,Ridgeline Sport,Used,29696.0,5.0,175,Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F16LB020846,38492.0,4.8,4.7,4.6,4.5,4.7,4.7,OH,Dealer,Ridgeline,3,False,Midwest,19.0,24.0,21.5,3.5,6.0,0.7714849838927569,True
2023,Honda,Odyssey Elite,New,56545.0,4.9,3496,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H90PB030714,1.0,5.0,5.0,4.0,4.0,4.0,5.0,NC,Dealer,Odyssey,0,False,South,,,,3.5,6.0,,True
2019,Honda,Civic Sport,Used,22998.0,4.9,13,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B89KH303287,64276.0,4.8,4.8,4.9,4.8,4.9,4.9,FL,Dealer,Civic,4,False,South,29.0,36.0,32.5,2.0,4.0,0.35780073433318815,True
2022,Honda,Pilot Sport,New,41770.0,4.5,422,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB098709,3.0,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer,Pilot,1,False,Northeast,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,HR-V Sport,New,27540.0,4.6,3,Urban Gray Pearl,–,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H56PM720083,2.0,4.0,5.0,4.0,5.0,5.0,5.0,NC,Dealer,HR-V,0,False,South,,,,2.0,4.0,,True
2022,Honda,Accord Hybrid Sport,New,35006.0,5.0,1,Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA046920,0.0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2009,Honda,Element LX,Used,8583.0,4.8,35,Royal Blue Pearl,Titanium,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH18349L003344,166539.0,4.6,4.7,4.5,4.8,4.6,4.9,FL,Dealer,Element,14,False,South,20.0,25.0,22.5,2.4,4.0,0.05153747770792427,True
2022,Honda,Pilot Touring 7-Passenger,Used,35400.0,5.0,2,Charcoal,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H60NB021355,8760.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,4.041095890410959,True
2018,Honda,Clarity Plug-In Hybrid Base,Used,21729.0,5.0,1733,Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F14JC008998,81897.0,4.8,4.7,4.6,4.6,4.4,4.7,NY,Dealer,Other,5,True,Northeast,,,,1.5,4.0,0.2653210740320158,True
2007,Honda,Civic LX,Used,7999.0,4.4,0,–,–,Front-wheel Drive,Gasoline,5 Speed Automatic,4 Cylinder Engine,2HGFG12677H535556,95464.0,4.1,4.3,4.3,4.5,4.5,4.6,VA,Dealer,Civic,16,False,South,30.0,40.0,35.0,,4.0,0.08379074834492584,True
2022,Honda,Pilot Special Edition,New,44600.0,4.4,878,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H24NB101481,10.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2021,Honda,Accord Sport 1.5T,Used,27995.0,4.7,551,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36MA058640,10820.0,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer,Accord,2,False,Northeast,29.0,35.0,32.0,1.5,4.0,2.587338262476895,True
2022,Honda,Pilot Sport,New,41770.0,5.0,2068,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB100782,3.0,5.0,5.0,5.0,5.0,5.0,5.0,MD,Dealer,Pilot,1,False,Northeast,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,Pilot Touring,New,53240.0,5.0,2791,Platinum White,Gray,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H75PB000982,,,,,,,,MD,Dealer,Pilot,0,False,Northeast,,,,3.5,6.0,,False
2023,Honda,Pilot TrailSport,New,54845.0,5.0,2791,Sky,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H69PB001060,,,,,,,,MD,Dealer,Pilot,0,False,Northeast,,,,3.5,6.0,,False
2022,Honda,Civic EX-L,New,28740.0,4.1,321,Platinum White,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H76NE023449,10.0,4.6,4.9,4.4,4.6,4.6,4.7,MD,Dealer,Civic,1,False,Northeast,31.0,39.0,35.0,1.5,4.0,,True
2021,Honda,Civic Sport,Used,23800.0,5.0,3087,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F87MH528678,23027.0,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer,Civic,2,False,Northeast,29.0,37.0,33.0,2.0,4.0,1.0335692882268641,True
2022,Honda,Pilot Special Edition,New,44205.0,5.0,7,Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB102415,16.0,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer,Pilot,1,False,Northeast,19.0,26.0,22.5,3.5,6.0,,True
2017,Honda,Ridgeline RTL-T,Used,28590.0,4.0,9533,White,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F66HB026715,70976.0,4.8,4.7,4.7,4.4,4.7,4.7,,,Ridgeline,6,False,,18.0,25.0,21.5,3.5,6.0,0.4028122182146078,True
2021,Honda,Civic Type R Touring,Used,48998.0,4.9,14,White,Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G78MU201673,11030.0,5.0,4.8,5.0,4.8,4.8,5.0,FL,Dealer,Civic,2,False,South,22.0,28.0,25.0,2.0,4.0,4.442248413417951,True
2022,Honda,Passport Elite,New,50413.0,4.9,536,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H04NB028090,0.0,5.0,5.0,4.9,5.0,4.9,5.0,DE,Dealer,Passport,1,False,Northeast,19.0,24.0,21.5,3.5,6.0,,True
2023,Honda,Ridgeline Black Edition,New,48985.0,4.6,652,Black,–,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F80PB016665,5.0,5.0,4.8,4.8,4.2,5.0,5.0,NJ,Dealer,Ridgeline,0,False,Northeast,,,,3.5,6.0,,True
2022,Honda,HR-V Sport,New,26545.0,4.5,3416,Black,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H13NM751880,5.0,3.8,3.2,3.6,3.6,4.2,4.2,NJ,Dealer,HR-V,1,False,Northeast,26.0,31.0,28.5,1.8,4.0,,True
2018,Honda,Civic EX,Used,20000.0,4.2,613,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F72JH549814,11169.0,4.7,4.7,4.8,4.8,4.9,4.8,NJ,Dealer,Civic,5,False,Northeast,31.0,40.0,35.5,2.0,4.0,1.7906706061420001,True
2022,Honda,Pilot Elite,New,52060.0,5.0,7833,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H03NB059559,7422.0,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer,Pilot,1,False,Northeast,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Accord Sport 2.0T,New,35150.0,4.8,733,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F35NA023739,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer,Accord,1,False,Northeast,22.0,32.0,27.0,2.0,4.0,,True
2022,Honda,Accord Sport 1.5T,New,30075.0,4.3,1925,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA116054,8.0,5.0,5.0,5.0,5.0,5.0,5.0,CT,Dealer,Accord,1,False,Northeast,29.0,35.0,32.0,1.5,4.0,,True
2022,Honda,Civic Sport,Used,27976.0,5.0,2581,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,19XFL2H89NE005459,20766.0,4.6,4.9,4.4,4.6,4.6,4.7,NH,Dealer,Civic,1,False,Northeast,29.0,37.0,33.0,2.0,4.0,1.3472021573726283,True
2023,Honda,CR-V EX-L,New,36900.0,4.9,5490,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H78PH402002,4.0,5.0,5.0,5.0,4.0,4.0,5.0,CA,Dealer,CR-V,0,False,West,,,,1.5,4.0,,True
2022,Honda,Pilot EX-L,New,42000.0,4.7,376,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59NB038057,3.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,Pilot,1,False,West,20.0,27.0,23.5,3.5,6.0,,True
2012,Honda,Pilot Touring,Used,17998.0,4.6,24,Gray,Tan,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H97CB012450,117290.0,4.6,4.5,4.5,4.5,4.5,4.7,CA,Dealer,Pilot,11,False,West,18.0,25.0,21.5,3.5,6.0,0.15344871685565692,True
2022,Honda,Ridgeline RTL-E,New,51390.0,3.9,719,Pacific Pewter Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F74NB017094,8.0,5.0,4.9,4.9,4.3,4.7,5.0,CA,Dealer,Ridgeline,1,False,West,18.0,24.0,21.0,3.5,6.0,,True
2022,Honda,Pilot Sport,New,41770.0,5.0,292,Platinum White Pearl,Nh-883p/Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H33NB100573,15.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,Pilot,1,False,West,19.0,26.0,22.5,,6.0,,True
2023,Honda,Accord LX,New,28390.0,5.0,292,GC,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V DOHC,1HGCY1F22PA003055,,,,,,,,CA,Dealer,Accord,0,False,West,,,,1.5,4.0,,False
2022,Honda,Passport Elite,New,49413.0,4.9,333,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H07NB028097,6.0,5.0,5.0,4.9,5.0,4.9,5.0,NV,Dealer,Passport,1,False,West,19.0,24.0,21.5,3.5,6.0,,True
2023,Honda,Odyssey Sport,New,42705.0,4.3,3504,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74PB035834,11.0,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer,Odyssey,0,False,West,,,,3.5,6.0,,True
2023,Honda,Odyssey Sport,New,42655.0,4.3,3504,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71PB025357,11.0,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer,Odyssey,0,False,West,,,,3.5,6.0,,True
2023,Honda,Odyssey Sport,New,43050.0,5.0,737,Radiant Red Metallic II,Black,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74PB032836,0.0,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer,Odyssey,0,False,West,,,,3.5,6.0,,True
2020,Honda,Accord Sport 1.5T,Used,24296.0,4.4,152,Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32LA130206,30604.0,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer,Accord,3,False,West,29.0,35.0,32.0,1.5,4.0,0.7938831525290811,True
2019,Honda,CR-V EX-L,Used,25417.0,4.7,352,Platinum White Pearl,Ivory,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHLRW2H88KX005620,65828.0,4.8,4.8,4.7,4.7,4.8,4.8,OR,Dealer,CR-V,4,False,West,27.0,33.0,30.0,1.5,4.0,0.38611229264142916,True
2022,Honda,HR-V EX-L,Used,28217.0,4.8,437,White,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H73NM720830,24676.0,3.8,3.2,3.6,3.6,4.2,4.2,NM,Dealer,HR-V,1,False,West,26.0,31.0,28.5,1.8,4.0,1.14349975684876,True
2021,Honda,Passport EX-L,Used,43256.0,4.7,67,Obsidian Blue Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50MB002273,3579.0,4.9,4.7,4.8,4.6,4.8,4.8,OR,Dealer,Passport,2,False,West,19.0,24.0,21.5,3.5,6.0,12.086057557977089,True
2009,Honda,Fit Sport,Used,7953.0,4.9,88,Silver,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,JHMGE88629S056867,134739.0,4.0,4.4,4.1,4.6,4.4,4.7,WY,Dealer,Fit,14,False,West,27.0,33.0,30.0,1.5,4.0,0.05902522654910605,True
2023,Honda,Civic Sport,New,29540.0,4.8,1650,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L 4 Cylinder,19XFL2G82PE001175,5.0,,,,,,,OR,Dealer,Civic,0,False,West,,,,2.0,4.0,,False
2017,Honda,HR-V EX,Used,20999.0,4.6,201,Purple,Black,All-wheel Drive,Gasoline,141.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,3CZRU6H51HM725334,"49,000 mi.",,4.6,4.4,4.4,4.5,4.7,4.7,OR,Individual,HR-V,6,False,West,,,,,,,True
2022,Honda,Passport EX-L,New,42987.0,4.8,563,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51NB031489,10.0,5.0,5.0,4.9,5.0,4.9,5.0,WA,Dealer,Passport,1,False,West,19.0,24.0,21.5,3.5,6.0,,True
2018,Honda,Accord Sport,Used,21750.0,4.8,1576,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39JA198743,36027.0,4.8,4.8,4.7,4.7,4.8,4.8,WA,Dealer,Accord,5,False,West,29.0,35.0,32.0,1.5,4.0,0.6037138812557249,True
2022,Honda,Ridgeline RTL-E,New,45498.0,4.7,851,Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F7XNB038080,12.0,5.0,4.9,4.9,4.3,4.7,5.0,WA,Dealer,Ridgeline,1,False,West,18.0,24.0,21.0,3.5,6.0,,True
2023,Honda,Pilot TrailSport,New,51845.0,4.9,273,Sky,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H60PB004526,10.0,,,,,,,TX,Dealer,Pilot,0,False,South,,,,3.5,6.0,,False
2022,Honda,HR-V EX,New,27795.0,4.9,3405,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H56NM747941,9.0,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer,HR-V,1,False,South,26.0,31.0,28.5,1.8,4.0,,True
2022,Honda,HR-V EX,New,26295.0,4.9,3405,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H56NM733791,9.0,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer,HR-V,1,False,South,28.0,34.0,31.0,1.8,4.0,,True
2022,Honda,HR-V EX,New,26295.0,4.9,3405,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H57NM729331,6.0,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer,HR-V,1,False,South,28.0,34.0,31.0,1.8,4.0,,True
2005,Honda,Civic LX,Used,4000.0,4.4,100,Nighthawk Black Pearl,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,1.7L I4 16V MPFI SOHC,1HGEM22535L068380,193952.0,4.1,4.2,4.2,4.6,4.2,4.8,ND,Dealer,Civic,18,False,Midwest,29.0,38.0,33.5,1.7,4.0,0.02062365946213496,True
2019,Honda,Pilot EX-L,Used,33451.0,5.0,372,White,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50KB083521,16254.0,4.8,4.7,4.7,4.6,4.7,4.8,KS,Dealer,Pilot,4,False,Midwest,18.0,26.0,22.0,3.5,6.0,2.0580164882490464,True
2016,Honda,Odyssey SE,Used,25998.0,4.7,5,Burgundy,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H32GB141769,67153.0,4.8,4.6,4.7,4.6,4.7,4.8,TX,Dealer,Odyssey,7,False,South,19.0,28.0,23.5,3.5,6.0,0.38714577159620567,True
2020,Honda,Pilot Touring 7-Passenger,Used,38375.0,4.7,1362,Lunar Silver,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63LB005776,32542.0,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer,Pilot,3,False,Midwest,19.0,26.0,22.5,3.5,6.0,1.179245283018868,True
2021,Honda,Pilot Touring 8-Passenger,Honda Certified,37875.0,4.7,1362,Steel,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H96MB024537,41649.0,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer,Pilot,2,False,Midwest,20.0,27.0,23.5,3.5,6.0,0.909385579485702,True
2016,Honda,CR-V EX-L,Used,20699.0,3.7,60,Alabaster Silver Metallic,Gray,Front-wheel Drive,Gasoline,Variable,Regular Unleaded I-4 2.4 L/144,2HKRM3H76GH509201,89098.0,4.6,4.5,4.6,4.6,4.7,4.7,AR,Dealer,CR-V,7,False,South,26.0,33.0,29.5,2.4,4.0,0.23231722373117242,True
2023,Honda,Ridgeline RTL,New,41075.0,5.0,2599,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F55PB016845,6.0,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer,Ridgeline,0,False,South,,,,3.5,6.0,,True
2009,Honda,Accord EX-L,Used,11291.0,4.0,953,Black,Ivory,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCP26839A136214,90621.0,4.4,4.4,4.3,4.4,4.5,4.5,TX,Dealer,Accord,14,False,South,21.0,30.0,25.5,2.4,4.0,0.12459584423036603,True
2003,Honda,Element EX,Used,5900.0,4.5,4,Eternal Blue Pearl,Gray/Blue,Four-wheel Drive,Gasoline,Automatic,2.4L DOHC MPFI i-VTEC 16-valve I4 engine,5J6YH28513L049518,202726.0,4.5,4.5,4.3,4.7,4.5,4.8,IA,Dealer,Element,20,False,Midwest,21.0,24.0,22.5,2.4,4.0,0.029103321724889754,True
2014,Honda,Pilot EX-L,Used,13995.0,4.6,5,Blue,–,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H6XEB026612,149370.0,4.7,4.6,4.6,4.6,4.5,4.7,TX,Dealer,Pilot,9,False,South,18.0,25.0,21.5,3.5,6.0,0.09369351275356497,True
2009,Honda,Fit,Used,10999.0,4.7,2722,Milano Red,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,JHMGE88209S066519,42125.0,4.0,4.4,4.1,4.6,4.4,4.7,MN,Dealer,Fit,14,False,Midwest,28.0,35.0,31.5,1.5,4.0,0.2611038575667656,True
2021,Honda,HR-V EX,Used,24993.0,4.7,2,Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H59MM725625,38252.0,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer,HR-V,2,False,Midwest,26.0,31.0,28.5,1.8,4.0,0.6533776011711806,True
2018,Honda,Pilot EX-L,Used,25993.0,4.5,2760,White Diamond Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H51JB029577,86498.0,4.7,4.6,4.7,4.5,4.6,4.7,MN,Dealer,Pilot,5,False,Midwest,18.0,26.0,22.0,3.5,6.0,0.3005040578972924,True
2015,Honda,Accord EX,Used,19839.0,3.9,1075,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCT1B73FA012457,39524.0,4.7,4.6,4.7,4.7,4.7,4.8,MN,Dealer,Accord,8,False,Midwest,26.0,35.0,30.5,2.4,4.0,0.5019481833822488,True
